level1_collectibles1:
# matrix size
.word	20, 15

# amount of collectibles
.word	0

# where those collectibles will be placed
.byte	
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,
	
	0,0,0,0, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
